"pais","nacionalidad","estado","ciudad"
"Andorra","Andorran","La Massana","la Massana"
"Andorra","Andorran","Andorra la Vella","Andorra la Vella"
"Andorra","Andorran","La Massana","Arinsal"
"Andorra","Andorran","Canillo","Canillo"
"Andorra","Andorran","Canillo","El Tarter"
"Andorra","Andorran","Encamp","Encamp"
"Andorra","Andorran","Ordino","Ordino"
"Andorra","Andorran","Encamp","Pas de la Casa"
"Andorra","Andorran","Sant Julià de Lòria","Sant Julià de Lòria"
"Andorra","Andorran","Escaldes-Engordany","les Escaldes"
"Angola","Angolan","Luanda","Belas"
"Angola","Angolan","Bengo","Caxito"
"Angola","Angolan","Benguela","Catumbela"
"Angola","Angolan","Bié","Catabola"
"Angola","Angolan","Bié","Camacupa"
"Angola","Angolan","Cuanza Norte","Camabatela"
"Angola","Angolan","Huíla","Caluquembe"
"Angola","Angolan","Huíla","Caconda"
"Angola","Angolan","Cabinda","Cabinda"
"Angola","Angolan","Benguela","Benguela"
"Angola","Angolan","Uíge","Uíge"
"Angola","Angolan","Cuanza","Uacu Cungo"
"Angola","Angolan","Cuanza","Sumbe"
"Angola","Angolan","Zaire","Soio"
"Angola","Angolan","Lunda Sul","Saurimo"
"Angola","Angolan","Huíla","Quipungo"
"Angola","Angolan","Huíla","Quilengues"
"Angola","Angolan","Cuanza","Quibala"
"Angola","Angolan","Cunene","Ondjiva"
"Angola","Angolan","Cuanza Norte","N’dalatando"
"Angola","Angolan","Zaire","N'zeto"
"Angola","Angolan","Cuando Cubango","Menongue"
"Angola","Angolan","Zaire","Mbanza Congo"
"Angola","Angolan","Huíla","Matala"
"Angola","Angolan","Malanje","Malanje"
"Angola","Angolan","Moxico","Léua"
"Angola","Angolan","Moxico","Lumeje"
"Angola","Angolan","Moxico","Luena"
"Angola","Angolan","Lunda Norte","Lucapa"
"Angola","Angolan","Huíla","Lubango"
"Angola","Angolan","Moxico","Luau"
"Angola","Angolan","Luanda","Luanda"
"Angola","Angolan","Huambo","Longonjo"
"Angola","Angolan","Benguela","Lobito"
"Angola","Angolan","Huíla","Jamba"
"Angola","Angolan","Luanda","Icolo e Bengo"
"Angola","Angolan","Huíla","Humpata"
"Angola","Angolan","Huambo","Huambo"
"Angola","Angolan","Huíla","Gambos"
"Angola","Angolan","Huíla","Cuvango"
"Angola","Angolan","Bié","Cuito"
"Angola","Angolan","Bié","Chissamba"
"Angola","Angolan","Huíla","Chipindo"
"Angola","Angolan","Huíla","Chicomba"
"Angola","Angolan","Huíla","Chibia"
"Angola","Angolan","Huambo","Chela"
"Angola","Angolan","Huambo","Caála"
"Angola","Angolan","Lunda Sul","Cazaji"
"Angola","Angolan","Benguela","Bocoio"
"Angola","Angolan","Benguela","Ganda"
"Angola","Angolan","Benguela","Cubal"
"Angola","Angolan","Benguela","Caimbambo"
"Angola","Angolan","Bengo","Dande"
"Angola","Angolan","Benguela","Sumbe"
"Angola","Angolan","Bengo","Muxima"
"Angola","Angolan","Bengo","Nambuangongo"
"Angola","Angolan","Luanda","Cacuaco"
"Angola","Angolan","Luanda","Cazenga"
"Angola","Angolan","Luanda","Talatona"
"Angola","Angolan","Luanda","Viana"
"Angola","Angolan","Bengo","Ambriz"
"Angola","Angolan","Bengo","Bula Atumba"
"Angola","Angolan","Bengo","Pango Aluquém"
"Angola","Angolan","Bengo","Úcua"
"Angola","Angolan","Benguela","Baía Farta"
"Angola","Angolan","Benguela","Balombo"
"Angola","Angolan","Benguela","Chongoroi"
"Antigua and Barbuda","Antiguan or Barbudan","Saint Peter","All Saints"
"Antigua and Barbuda","Antiguan or Barbudan","Saint Mary","Bolands"
"Antigua and Barbuda","Antiguan or Barbudan","Barbuda","Codrington"
"Antigua and Barbuda","Antiguan or Barbudan","Saint Paul","Falmouth"
"Antigua and Barbuda","Antiguan or Barbudan","Saint Paul","Liberta"
"Antigua and Barbuda","Antiguan or Barbudan","Saint Peter","Parham"
"Antigua and Barbuda","Antiguan or Barbudan","Saint George","Piggotts"
"Antigua and Barbuda","Antiguan or Barbudan","Saint John","Potters Village"
"Antigua and Barbuda","Antiguan or Barbudan","Saint John","Saint John’s"
"Argentina","Argentine","Córdoba","La Para"
"Argentina","Argentine","Río Negro","Ñorquinco"
"Argentina","Argentine","Neuquén","Zapala"
"Argentina","Argentine","Jujuy","Yuto"
"Argentina","Argentine","Tucumán","Yerba Buena"
"Argentina","Argentine","Corrientes","Yataity Calle"
"Argentina","Argentine","Corrientes","Yapeyú"
"Argentina","Argentine","Santa Cruz","Yacimiento Río Turbio"
"Argentina","Argentine","La Pampa","Winifreda"
"Argentina","Argentine","Córdoba","Wenceslao Escalante"
"Argentina","Argentine","Misiones","Wanda"
"Argentina","Argentine","Neuquén","Vista Alegre"
"Argentina","Argentine","La Rioja","Vinchina"
"Argentina","Argentine","Entre Ríos","Villaguay"
"Argentina","Argentine","Chaco","Villa Ángela"
"Argentina","Argentine","Córdoba","Villa del Totoral"
"Argentina","Argentine","Entre Ríos","Villa del Rosario"
"Argentina","Argentine","Córdoba","Villa del Rosario"
"Argentina","Argentine","Córdoba","Villa del Dique"
"Argentina","Argentine","Córdoba","Villa de Soto"
"Argentina","Argentine","Córdoba","Villa Valeria"
"Argentina","Argentine","Entre Ríos","Villa Urquiza"
"Argentina","Argentine","Córdoba","Villa Tulumba"
"Argentina","Argentine","Santa Fe","Villa Trinidad"
"Argentina","Argentine","Córdoba","Villa Rumipal"
"Argentina","Argentine","Río Negro","Villa Regina"
"Argentina","Argentine","Córdoba","Villa Reducción"
"Argentina","Argentine","San Juan","Villa Paula de Sarmiento"
"Argentina","Argentine","Entre Ríos","Villa Paranacito"
"Argentina","Argentine","Santiago del Estero","Villa Ojo de Agua"
"Argentina","Argentine","Santa Fe","Villa Ocampo"
"Argentina","Argentine","Córdoba","Villa Nueva"
"Argentina","Argentine","Santa Fe","Villa Mugueta"
"Argentina","Argentine","San Luis","Villa Mercedes"
"Argentina","Argentine","Entre Ríos","Villa María Grande"
"Argentina","Argentine","Córdoba","Villa María"
"Argentina","Argentine","Entre Ríos","Villa Mantero"
"Argentina","Argentine","Córdoba","Villa Las Rosas"
"Argentina","Argentine","Neuquén","Villa La Angostura"
"Argentina","Argentine","Córdoba","Villa Huidobro"
"Argentina","Argentine","Entre Ríos","Villa Hernandarias"
"Argentina","Argentine","Córdoba","Villa Giardino"
"Argentina","Argentine","San Luis","Villa General Roca"
"Argentina","Argentine","Santiago del Estero","Villa General Mitre"
"Argentina","Argentine","Formosa","Villa General Guemes"
"Argentina","Argentine","Córdoba","Villa General Belgrano"
"Argentina","Argentine","Formosa","Villa Escolar"
"Argentina","Argentine","Entre Ríos","Villa Elisa"
"Argentina","Argentine","Córdoba","Villa Dolores"
"Argentina","Argentine","Córdoba","Villa Cura Brochero"
"Argentina","Argentine","Santa Fe","Villa Constitución"
"Argentina","Argentine","Córdoba","Villa Concepción del Tío"
"Argentina","Argentine","Santa Fe","Villa Cañás"
"Argentina","Argentine","Córdoba","Villa Carlos Paz"
"Argentina","Argentine","La Rioja","Villa Bustos"
"Argentina","Argentine","Chaco","Villa Berthet"
"Argentina","Argentine","Córdoba","Villa Berna"
"Argentina","Argentine","San Juan","Villa Basilio Nievas"
"Argentina","Argentine","Santiago del Estero","Villa Atamisqui"
"Argentina","Argentine","Córdoba","Villa Ascasubi"
"Argentina","Argentine","Córdoba","Villa Allende"
"Argentina","Argentine","Río Negro","Viedma"
"Argentina","Argentine","Córdoba","Vicuña Mackenna"
"Argentina","Argentine","La Pampa","Victorica"
"Argentina","Argentine","Entre Ríos","Victoria"
"Argentina","Argentine","Córdoba","Viamonte"
"Argentina","Argentine","Entre Ríos","Viale"
"Argentina","Argentine","Santa Fe","Vera"
"Argentina","Argentine","Santa Fe","Venado Tuerto"
"Argentina","Argentine","Misiones","Veinticinco de Mayo"
"Argentina","Argentine","La Pampa","Veinticinco de Mayo"
"Argentina","Argentine","Córdoba","Valle Hermoso"
"Argentina","Argentine","Río Negro","Valcheta"
"Argentina","Argentine","Tierra del Fuego","Ushuaia"
"Argentina","Argentine","La Pampa","Uriburu"
"Argentina","Argentine","Entre Ríos","Urdinarrain"
"Argentina","Argentine","Córdoba","Unquillo"
"Argentina","Argentine","San Luis","Unión"
"Argentina","Argentine","Córdoba","Ucacha"
"Argentina","Argentine","Entre Ríos","Ubajay"
"Argentina","Argentine","Córdoba","Tío Pujio"
"Argentina","Argentine","Chubut","Trevelin"
"Argentina","Argentine","Chaco","Tres Isletas"
"Argentina","Argentine","Misiones","Tres Capones"
"Argentina","Argentine","La Pampa","Trenel"
"Argentina","Argentine","Chubut","Trelew"
"Argentina","Argentine","Tucumán","Trancas"
"Argentina","Argentine","Santa Fe","Totoras"
"Argentina","Argentine","Santa Fe","Tostado"
"Argentina","Argentine","Tierra del Fuego","Tolhuin"
"Argentina","Argentine","Córdoba","Toledo"
"Argentina","Argentine","Santiago del Estero","Tintina"
"Argentina","Argentine","Catamarca","Tinogasta"
"Argentina","Argentine","San Luis","Tilisarao"
"Argentina","Argentine","Jujuy","Tilcara"
"Argentina","Argentine","Córdoba","Ticino"
"Argentina","Argentine","Santiago del Estero","Termas de Río Hondo"
"Argentina","Argentine","La Pampa","Telén"
"Argentina","Argentine","Chubut","Tecka"
"Argentina","Argentine","Salta","Tartagal"
"Argentina","Argentine","Córdoba","Tancacha"
"Argentina","Argentine","Tucumán","Tafí del Valle"
"Argentina","Argentine","Tucumán","Tafí Viejo"
"Argentina","Argentine","Santa Fe","Tacuarendí"
"Argentina","Argentine","Chaco","Taco Pozo"
"Argentina","Argentine","Entre Ríos","Tabossi"
"Argentina","Argentine","Santiago del Estero","Suncho Corral"
"Argentina","Argentine","Santa Fe","Sunchales"
"Argentina","Argentine","Santiago del Estero","Sumampa"
"Argentina","Argentine","Tucumán","Simoca"
"Argentina","Argentine","Río Negro","Sierra Grande"
"Argentina","Argentine","Río Negro","Sierra Colorada"
"Argentina","Argentine","Córdoba","Serrezuela"
"Argentina","Argentine","Córdoba","Serrano"
"Argentina","Argentine","Neuquén","Senillosa"
"Argentina","Argentine","Entre Ríos","Seguí"
"Argentina","Argentine","Córdoba","Sebastián Elcano"
"Argentina","Argentine","Entre Ríos","Sauce de Luna"
"Argentina","Argentine","Córdoba","Saturnino M. Laspiur"
"Argentina","Argentine","Santa Fe","Sastre"
"Argentina","Argentine","Chubut","Sarmiento"
"Argentina","Argentine","Corrientes","Santo Tomé"
"Argentina","Argentine","Santa Fe","Santo Tomé"
"Argentina","Argentine","Misiones","Santo Pipó"
"Argentina","Argentine","Santiago del Estero","Santiago del Estero"
"Argentina","Argentine","Córdoba","Santiago Temple"
"Argentina","Argentine","Chaco","Santa Sylvina"
"Argentina","Argentine","San Luis","Santa Rosa del Conlara"
"Argentina","Argentine","Salta","Santa Rosa de Tastil"
"Argentina","Argentine","Córdoba","Santa Rosa de Río Primero"
"Argentina","Argentine","Córdoba","Santa Rosa de Calamuchita"
"Argentina","Argentine","Corrientes","Santa Rosa"
"Argentina","Argentine","La Pampa","Santa Rosa"
"Argentina","Argentine","Catamarca","Santa María"
"Argentina","Argentine","Misiones","Santa María"
"Argentina","Argentine","Córdoba","Santa Magdalena"
"Argentina","Argentine","Corrientes","Santa Lucía"
"Argentina","Argentine","San Juan","Santa Lucía"
"Argentina","Argentine","La Pampa","Santa Isabel"
"Argentina","Argentine","Santa Fe","Santa Fe"
"Argentina","Argentine","Córdoba","Santa Eufemia"
"Argentina","Argentine","Entre Ríos","Santa Elena"
"Argentina","Argentine","Jujuy","Santa Clara"
"Argentina","Argentine","Entre Ríos","Santa Anita"
"Argentina","Argentine","Entre Ríos","Santa Ana"
"Argentina","Argentine","Misiones","San Vicente"
"Argentina","Argentine","Jujuy","San Salvador de Jujuy"
"Argentina","Argentine","Entre Ríos","San Salvador"
"Argentina","Argentine","Salta","San Ramón de la Nueva Orán"
"Argentina","Argentine","Mendoza","San Rafael"
"Argentina","Argentine","Jujuy","San Pedro de Jujuy"
"Argentina","Argentine","Misiones","San Pedro"
"Argentina","Argentine","Santiago del Estero","San Pedro"
"Argentina","Argentine","Tucumán","San Miguel de Tucumán"
"Argentina","Argentine","Corrientes","San Miguel"
"Argentina","Argentine","Neuquén","San Martín de los Andes"
"Argentina","Argentine","San Juan","San Martín"
"Argentina","Argentine","Mendoza","San Martín"
"Argentina","Argentine","Corrientes","San Luis del Palmar"
"Argentina","Argentine","San Luis","San Luis"
"Argentina","Argentine","Corrientes","San Lorenzo"
"Argentina","Argentine","Santa Fe","San Justo"
"Argentina","Argentine","Entre Ríos","San Justo"
"Argentina","Argentine","Santa Cruz","San Julián"
"Argentina","Argentine","San Juan","San Juan"
"Argentina","Argentine","Córdoba","San José de la Dormida"
"Argentina","Argentine","San Juan","San José de Jáchal"
"Argentina","Argentine","Entre Ríos","San José de Feliciano"
"Argentina","Argentine","Misiones","San José"
"Argentina","Argentine","Santa Fe","San Jorge"
"Argentina","Argentine","Santa Fe","San Javier"
"Argentina","Argentine","Entre Ríos","San Gustavo"
"Argentina","Argentine","San Luis","San Francisco del Monte de Oro"
"Argentina","Argentine","Córdoba","San Francisco del Chañar"
"Argentina","Argentine","Formosa","San Francisco de Laishí"
"Argentina","Argentine","Córdoba","San Francisco"
"Argentina","Argentine","Catamarca","San Fernando del Valle de Catamarca"
"Argentina","Argentine","Santa Fe","San Cristóbal"
"Argentina","Argentine","Corrientes","San Cosme"
"Argentina","Argentine","Río Negro","San Carlos de Bariloche"
"Argentina","Argentine","Santa Fe","San Carlos Centro"
"Argentina","Argentine","Corrientes","San Carlos"
"Argentina","Argentine","Córdoba","San Carlos"
"Argentina","Argentine","Chaco","San Bernardo"
"Argentina","Argentine","Entre Ríos","San Benito"
"Argentina","Argentine","Córdoba","San Basilio"
"Argentina","Argentine","Salta","San Antonio de los Cobres"
"Argentina","Argentine","Córdoba","San Antonio de Litín"
"Argentina","Argentine","Río Negro","San Antonio Oeste"
"Argentina","Argentine","Catamarca","San Antonio"
"Argentina","Argentine","San Juan","San Agustín de Valle Fértil"
"Argentina","Argentine","Córdoba","San Agustín"
"Argentina","Argentine","Chaco","Samuhú"
"Argentina","Argentine","Córdoba","Sampacho"
"Argentina","Argentine","Salta","Salta"
"Argentina","Argentine","Córdoba","Salsipuedes"
"Argentina","Argentine","Córdoba","Salsacate"
"Argentina","Argentine","Córdoba","Saldán"
"Argentina","Argentine","Corrientes","Saladas"
"Argentina","Argentine","Córdoba","Sacanta"
"Argentina","Argentine","Santa Cruz","Río Turbio"
"Argentina","Argentine","Córdoba","Río Tercero"
"Argentina","Argentine","Córdoba","Río Segundo"
"Argentina","Argentine","Chubut","Río Pico"
"Argentina","Argentine","Chubut","Río Mayo"
"Argentina","Argentine","Tierra del Fuego","Río Grande"
"Argentina","Argentine","Santa Cruz","Río Gallegos"
"Argentina","Argentine","Córdoba","Río Cuarto"
"Argentina","Argentine","Río Negro","Río Colorado"
"Argentina","Argentine","Córdoba","Río Ceballos"
"Argentina","Argentine","Misiones","Ruiz de Montoya"
"Argentina","Argentine","Santa Fe","Rufino"
"Argentina","Argentine","Entre Ríos","Rosario del Tala"
"Argentina","Argentine","Santa Fe","Rosario"
"Argentina","Argentine","Santa Fe","Roldán"
"Argentina","Argentine","Corrientes","Riachuelo"
"Argentina","Argentine","Formosa","Riacho Eh-Eh"
"Argentina","Argentine","Chaco","Resistencia"
"Argentina","Argentine","Catamarca","Recreo"
"Argentina","Argentine","Santa Fe","Recreo"
"Argentina","Argentine","Santa Fe","Reconquista"
"Argentina","Argentine","La Pampa","Realicó"
"Argentina","Argentine","Chubut","Rawson"
"Argentina","Argentine","La Pampa","Rancul"
"Argentina","Argentine","Santa Fe","Rafaela"
"Argentina","Argentine","Chubut","Rada Tilly"
"Argentina","Argentine","Chaco","Quitilipi"
"Argentina","Argentine","Santiago del Estero","Quimilí"
"Argentina","Argentine","Córdoba","Quilino"
"Argentina","Argentine","La Pampa","Quemú Quemú"
"Argentina","Argentine","Santa Fe","Pérez"
"Argentina","Argentine","Entre Ríos","Puerto Yeruá"
"Argentina","Argentine","Chaco","Puerto Vilelas"
"Argentina","Argentine","Chaco","Puerto Tirol"
"Argentina","Argentine","Santa Cruz","Puerto Santa Cruz"
"Argentina","Argentine","Misiones","Puerto Rico"
"Argentina","Argentine","Misiones","Puerto Piray"
"Argentina","Argentine","Chubut","Puerto Madryn"
"Argentina","Argentine","Misiones","Puerto Libertad"
"Argentina","Argentine","Misiones","Puerto Leoni"
"Argentina","Argentine","Misiones","Puerto Iguazú"
"Argentina","Argentine","Entre Ríos","Puerto Ibicuy"
"Argentina","Argentine","Misiones","Puerto Esperanza"
"Argentina","Argentine","Misiones","Puerto Eldorado"
"Argentina","Argentine","Santa Cruz","Puerto Deseado"
"Argentina","Argentine","Chaco","Puerto Bermejo"
"Argentina","Argentine","Catamarca","Puerta de Corral Quemado"
"Argentina","Argentine","Corrientes","Pueblo Libertador"
"Argentina","Argentine","Entre Ríos","Pronunciamiento"
"Argentina","Argentine","Chaco","Presidencia de la Plaza"
"Argentina","Argentine","Chaco","Presidencia Roque Sáenz Peña"
"Argentina","Argentine","Chaco","Presidencia Roca"
"Argentina","Argentine","Formosa","Pozo del Tigre"
"Argentina","Argentine","Córdoba","Pozo del Molle"
"Argentina","Argentine","Misiones","Posadas"
"Argentina","Argentine","Córdoba","Porteña"
"Argentina","Argentine","Catamarca","Pomán"
"Argentina","Argentine","San Juan","Pocito"
"Argentina","Argentine","Neuquén","Plottier"
"Argentina","Argentine","Neuquén","Plaza Huincul"
"Argentina","Argentine","Formosa","Pirané"
"Argentina","Argentine","Córdoba","Piquillín"
"Argentina","Argentine","Río Negro","Pilcaniyeu"
"Argentina","Argentine","Córdoba","Pilar"
"Argentina","Argentine","Entre Ríos","Piedras Blancas"
"Argentina","Argentine","Neuquén","Piedra del Águila"
"Argentina","Argentine","Neuquén","Picún Leufú"
"Argentina","Argentine","Santa Cruz","Pico Truncado"
"Argentina","Argentine","Misiones","Picada Gobernador López"
"Argentina","Argentine","Corrientes","Perugorría"
"Argentina","Argentine","Santa Cruz","Perito Moreno"
"Argentina","Argentine","Corrientes","Pedro R. Fernández"
"Argentina","Argentine","Corrientes","Paso de los Libres"
"Argentina","Argentine","Corrientes","Paso de la Patria"
"Argentina","Argentine","Córdoba","Pasco"
"Argentina","Argentine","Córdoba","Pascanas"
"Argentina","Argentine","La Pampa","Parera"
"Argentina","Argentine","Entre Ríos","Paraná"
"Argentina","Argentine","Misiones","Panambí"
"Argentina","Argentine","Chaco","Pampa del Infierno"
"Argentina","Argentine","Chaco","Pampa del Indio"
"Argentina","Argentine","Santiago del Estero","Pampa de los Guanacos"
"Argentina","Argentine","Chaco","Pampa Almirón"
"Argentina","Argentine","Jujuy","Palpalá"
"Argentina","Argentine","Formosa","Palo Santo"
"Argentina","Argentine","Corrientes","Palmar Grande"
"Argentina","Argentine","Jujuy","Palma Sola"
"Argentina","Argentine","Entre Ríos","Oro Verde"
"Argentina","Argentine","Córdoba","Ordóñez"
"Argentina","Argentine","Córdoba","Oncativo"
"Argentina","Argentine","Córdoba","Oliva"
"Argentina","Argentine","Córdoba","Obispo Trejo"
"Argentina","Argentine","Misiones","Oberá"
"Argentina","Argentine","Corrientes","Nueve de Julio"
"Argentina","Argentine","San Juan","Nueve de Julio"
"Argentina","Argentine","Corrientes","Nuestra Señora del Rosario de Caa Catí"
"Argentina","Argentine","Entre Ríos","Nogoyá"
"Argentina","Argentine","Córdoba","Noetinger"
"Argentina","Argentine","Neuquén","Neuquén"
"Argentina","Argentine","San Luis","Naschel"
"Argentina","Argentine","Chaco","Napenay"
"Argentina","Argentine","Misiones","Mártires"
"Argentina","Argentine","Catamarca","Mutquín"
"Argentina","Argentine","Córdoba","Morteros"
"Argentina","Argentine","Córdoba","Morrison"
"Argentina","Argentine","Tucumán","Monteros"
"Argentina","Argentine","Misiones","Montecarlo"
"Argentina","Argentine","Córdoba","Monte Maíz"
"Argentina","Argentine","Córdoba","Monte Cristo"
"Argentina","Argentine","Corrientes","Monte Caseros"
"Argentina","Argentine","Córdoba","Monte Buey"
"Argentina","Argentine","Misiones","Mojón Grande"
"Argentina","Argentine","Corrientes","Mocoretá"
"Argentina","Argentine","Córdoba","Miramar"
"Argentina","Argentine","Córdoba","Mina Clavero"
"Argentina","Argentine","La Pampa","Miguel Riglos"
"Argentina","Argentine","San Luis","Merlo"
"Argentina","Argentine","Corrientes","Mercedes"
"Argentina","Argentine","Mendoza","Mendoza"
"Argentina","Argentine","Córdoba","Mendiolaza"
"Argentina","Argentine","Santa Fe","Melincué"
"Argentina","Argentine","Corrientes","Mburucuyá"
"Argentina","Argentine","Córdoba","Mattaldi"
"Argentina","Argentine","Córdoba","Marull"
"Argentina","Argentine","Neuquén","Mariano Moreno"
"Argentina","Argentine","Corrientes","Mariano I. Loza"
"Argentina","Argentine","Chaco","Margarita Belén"
"Argentina","Argentine","Córdoba","Marcos Juárez"
"Argentina","Argentine","Río Negro","Maquinchao"
"Argentina","Argentine","Córdoba","Malvinas Argentinas"
"Argentina","Argentine","Córdoba","Malagueño"
"Argentina","Argentine","Santa Fe","Malabrigo"
"Argentina","Argentine","Chaco","Makallé"
"Argentina","Argentine","Río Negro","Mainque"
"Argentina","Argentine","Jujuy","Maimará"
"Argentina","Argentine","Entre Ríos","Maciá"
